time,open,high,low,close,volume
1617235200,0.759,0.759,0.759,0.759,47.58
1617235260,0.759,0.759,0.759,0.759,48.74
1617235320,0.759,0.759,0.759,0.759,45.88
1617235380,0.759,0.759,0.759,0.759,5.00
1617235440,0.759,0.759,0.759,0.759,12.69
1617235500,0.759,0.759,0.759,0.759,23.70
1617235560,0.759,0.759,0.759,0.759,107.64
1617235620,0.759,0.759,0.759,0.759,91.53
1617235680,0.759,0.759,0.759,0.759,29.98
1617235740,0.759,0.759,0.759,0.759,55.20
1617235800,0.759,0.759,0.759,0.759,38.33
1617235860,0.759,0.759,0.759,0.759,65.91
1617235920,0.759,0.759,0.759,0.759,52.32
1617235980,0.759,0.759,0.759,0.759,38.15
1617236040,0.759,0.759,0.759,0.759,55.72
1617236100,0.759,0.759,0.759,0.759,37.73
1617236160,0.759,0.759,0.759,0.759,40.55
1617236220,0.759,0.759,0.759,0.759,54.27
1617236280,0.759,0.759,0.759,0.759,35.63
1617236340,0.759,0.759,0.759,0.759,29.25
1617236400,0.759,0.759,0.759,0.759,49.69
1617236460,0.759,0.759,0.759,0.759,30.76
1617236520,0.759,0.759,0.758,0.758,85.63
1617236580,0.758,0.758,0.758,0.758,188.99
1617236640,0.758,0.758,0.758,0.758,91.00
1617236700,0.758,0.758,0.758,0.758,61.03
1617236760,0.758,0.758,0.758,0.758,71.72
1617236820,0.758,0.758,0.758,0.758,65.56
1617236880,0.758,0.758,0.758,0.758,67.83
1617236940,0.758,0.758,0.758,0.758,138.05
1617237000,0.758,0.758,0.758,0.758,163.08
1617237060,0.758,0.758,0.758,0.758,99.72
1617237120,0.758,0.758,0.758,0.758,163.18
1617237180,0.758,0.758,0.758,0.758,52.57
1617237240,0.758,0.759,0.758,0.759,99.23
1617237300,0.759,0.759,0.759,0.759,119.99
1617237360,0.759,0.759,0.759,0.759,87.28
1617237420,0.759,0.759,0.759,0.759,84.24
1617237480,0.759,0.759,0.759,0.759,46.38
1617237540,0.759,0.759,0.759,0.759,57.70
1617237600,0.759,0.759,0.759,0.759,47.95
1617237660,0.759,0.759,0.759,0.759,38.33
1617237720,0.759,0.759,0.759,0.759,57.05
1617237780,0.759,0.759,0.759,0.759,50.15
1617237840,0.759,0.759,0.759,0.759,49.63
1617237900,0.759,0.759,0.759,0.759,34.32
1617237960,0.759,0.759,0.759,0.759,50.52
1617238020,0.759,0.759,0.759,0.759,17.86
1617238080,0.759,0.759,0.759,0.759,49.77
1617238140,0.759,0.759,0.759,0.759,40.21
1617238200,0.759,0.759,0.758,0.759,25.92
1617238260,0.759,0.759,0.759,0.759,36.12
1617238320,0.759,0.759,0.759,0.759,100.21
1617238380,0.759,0.759,0.759,0.759,224.91
1617238440,0.759,0.759,0.759,0.759,279.93
1617238500,0.759,0.759,0.759,0.759,85.69
