time,open,high,low,close,volume
1667260800,1632.257,1632.378,1630.477,1631.908,0.06
1667260860,1631.868,1631.868,1631.227,1631.505,0.01
1667260920,1631.505,1631.718,1631.418,1631.418,0.01
1667260980,1631.458,1631.728,1631.398,1631.688,0.01
1667261040,1631.658,1631.658,1631.518,1631.518,0.01
1667261100,1631.498,1631.838,1631.498,1631.648,0.01
1667261160,1631.658,1631.838,1631.548,1631.778,0.01
1667261220,1631.748,1631.928,1631.718,1631.928,0.00
1667261280,1632.008,1632.218,1632.008,1632.218,0.01
1667261340,1632.178,1632.188,1631.838,1631.838,0.02
1667261400,1631.857,1632.088,1631.738,1632.088,0.02
1667261460,1632.107,1632.107,1632.008,1632.008,0.01
1667261520,1632.017,1632.127,1632.008,1632.048,0.01
1667261580,1632.048,1632.177,1632.008,1632.147,0.01
1667261640,1632.157,1632.157,1631.787,1631.818,0.01
1667261700,1631.858,1632.008,1631.718,1632.008,0.02
1667261760,1632.108,1632.357,1632.008,1632.138,0.02
1667261820,1632.127,1632.148,1632.008,1632.138,0.01
1667261880,1632.167,1632.167,1631.948,1632.038,0.01
1667261940,1632.038,1632.278,1631.988,1632.278,0.02
1667262000,1632.198,1632.298,1632.148,1632.298,0.01
1667262060,1632.288,1632.428,1632.248,1632.358,0.01
1667262120,1632.287,1632.308,1632.078,1632.098,0.01
1667262180,1632.098,1632.205,1632.098,1632.205,0.00
1667262240,1632.205,1632.298,1632.038,1632.038,0.01
1667262300,1632.038,1632.268,1632.038,1632.268,0.01
1667262360,1632.268,1632.488,1632.268,1632.318,0.01
1667262420,1632.338,1632.338,1632.088,1632.158,0.01
1667262480,1632.128,1632.488,1632.128,1632.437,0.01
1667262540,1632.448,1632.778,1632.448,1632.568,0.02
1667262600,1632.567,1632.817,1632.498,1632.737,0.04
1667262660,1632.748,1632.997,1632.688,1632.968,0.03
1667262720,1632.918,1633.467,1632.918,1633.427,0.03
1667262780,1633.447,1633.997,1633.367,1633.907,0.04
1667262840,1633.857,1634.048,1633.498,1633.778,0.07
1667262900,1633.788,1634.048,1633.568,1633.957,0.06
1667262960,1633.967,1633.998,1633.278,1633.368,0.03
1667263020,1633.348,1633.748,1633.348,1633.648,0.01
1667263080,1633.628,1633.748,1633.448,1633.648,0.01
1667263140,1633.648,1633.648,1633.228,1633.448,0.01
1667263200,1633.408,1633.448,1633.217,1633.348,0.00
1667263260,1633.348,1633.548,1633.348,1633.398,0.01
1667263320,1633.348,1633.348,1633.078,1633.078,0.01
1667263380,1633.168,1633.348,1633.088,1633.088,0.01
1667263440,1633.158,1633.255,1632.948,1633.255,0.00
1667263500,1633.255,1633.558,1633.238,1633.498,0.02
1667263560,1633.508,1633.508,1633.388,1633.437,0.01
1667263620,1633.427,1633.468,1633.347,1633.407,0.01
1667263680,1633.428,1633.488,1633.347,1633.347,0.02
1667263740,1633.348,1633.378,1632.977,1632.998,0.02
1667263800,1632.987,1633.248,1632.838,1633.248,0.02
1667263860,1633.248,1633.767,1633.248,1633.748,0.02
1667263920,1633.748,1633.948,1633.648,1633.748,0.01
1667263980,1633.717,1634.048,1633.448,1633.487,0.03
1667264040,1633.507,1633.748,1633.437,1633.667,0.04
1667264100,1633.667,1633.667,1633.267,1633.448,0.02
1667264160,1633.467,1633.848,1633.467,1633.668,0.01
1667264220,1633.748,1633.858,1633.578,1633.748,0.01
1667264280,1633.698,1633.948,1633.648,1633.858,0.01
1667264340,1633.877,1633.908,1633.688,1633.808,0.01
1667264400,1633.778,1633.968,1633.598,1633.818,0.03
1667264460,1633.778,1634.108,1633.628,1633.998,0.01
1667264520,1633.978,1634.028,1633.737,1633.928,0.01
1667264580,1633.988,1634.218,1633.898,1634.218,0.01
1667264640,1634.188,1634.648,1634.158,1634.648,0.02
1667264700,1634.657,1634.988,1634.568,1634.678,0.03
1667264760,1634.618,1634.878,1634.578,1634.777,0.02
1667264820,1634.767,1634.948,1634.548,1634.908,0.02
1667264880,1634.868,1634.968,1634.678,1634.717,0.03
1667264940,1634.737,1634.808,1634.608,1634.627,0.01
1667265000,1634.638,1634.658,1634.398,1634.457,0.02
1667265060,1634.477,1635.048,1634.427,1634.728,0.01
1667265120,1634.708,1635.128,1634.708,1635.048,0.01
1667265180,1635.068,1635.068,1634.928,1634.968,0.01
1667265240,1634.898,1634.948,1634.628,1634.628,0.01
1667265300,1634.677,1634.738,1633.407,1633.668,0.09
1667265360,1633.487,1633.868,1633.448,1633.657,0.04
1667265420,1633.728,1633.728,1633.138,1633.487,0.04
1667265480,1633.478,1634.118,1633.417,1634.018,0.04
1667265540,1634.028,1634.898,1634.028,1634.848,0.03
1667265600,1634.848,1635.557,1634.748,1635.548,0.07
1667265660,1635.548,1635.598,1634.657,1635.128,0.06
1667265720,1635.158,1635.348,1635.028,1635.268,0.04
1667265780,1635.288,1635.368,1635.078,1635.255,0.03
1667265840,1635.257,1635.287,1634.848,1634.948,0.03
1667265900,1634.957,1635.227,1634.767,1634.958,0.04
1667265960,1634.908,1635.248,1634.448,1635.248,0.04
1667266020,1635.348,1635.448,1635.147,1635.448,0.01
1667266080,1635.367,1635.948,1635.348,1635.827,0.05
1667266140,1635.807,1635.848,1635.388,1635.618,0.06
1667266200,1635.618,1636.558,1635.618,1636.498,0.08
1667266260,1636.488,1636.878,1636.348,1636.727,0.06
1667266320,1636.758,1636.857,1636.478,1636.478,0.04
1667266380,1636.478,1636.568,1636.158,1636.448,0.04
1667266440,1636.448,1636.448,1636.048,1636.058,0.03
1667266500,1636.087,1636.988,1636.058,1636.988,0.02
1667266560,1636.948,1638.057,1636.948,1637.998,0.06
1667266620,1637.988,1638.078,1637.048,1637.148,0.03
1667266680,1637.148,1637.348,1636.948,1637.048,0.02
1667266740,1637.048,1637.648,1636.967,1637.448,0.02
1667266800,1637.368,1638.148,1637.368,1638.148,0.05
1667266860,1638.148,1638.358,1637.887,1637.948,0.04
1667266920,1637.897,1637.958,1637.348,1637.348,0.02
1667266980,1637.317,1637.558,1637.317,1637.478,0.01
1667267040,1637.448,1637.498,1637.248,1637.348,0.02
1667267100,1637.287,1638.238,1637.287,1638.108,0.04
1667267160,1638.067,1638.067,1636.938,1637.258,0.07
1667267220,1637.268,1637.408,1636.758,1636.818,0.04
1667267280,1636.908,1637.267,1636.487,1636.688,0.07
1667267340,1636.688,1637.058,1636.508,1636.968,0.03
1667267400,1637.048,1637.448,1637.048,1637.197,0.05
1667267460,1637.198,1637.348,1637.108,1637.127,0.04
1667267520,1637.127,1637.158,1636.707,1636.968,0.05
1667267580,1636.978,1637.267,1636.878,1637.067,0.04
1667267640,1637.048,1637.067,1636.657,1636.697,0.05
1667267700,1636.697,1637.048,1636.697,1636.948,0.04
1667267760,1636.847,1637.448,1636.847,1637.417,0.04
1667267820,1637.447,1637.447,1636.938,1636.938,0.06
1667267880,1636.967,1637.075,1636.828,1637.075,0.04
1667267940,1637.075,1637.075,1637.067,1637.067,0.02
1667268000,1637.187,1637.567,1637.187,1637.548,0.03
1667268060,1637.517,1637.858,1637.298,1637.298,0.01
1667268120,1637.308,1637.628,1636.948,1636.968,0.02
1667268180,1636.988,1636.988,1636.598,1636.718,0.02
1667268240,1636.748,1636.918,1636.427,1636.698,0.02
1667268300,1636.768,1636.958,1636.768,1636.818,0.01
1667268360,1636.848,1636.928,1636.758,1636.848,0.01
1667268420,1636.848,1636.848,1636.518,1636.698,0.02
1667268480,1636.728,1636.978,1636.618,1636.858,0.01
