time,open,high,low,close,volume
1730419200,1.088,1.088,1.088,1.088,172.20
1730419260,1.088,1.088,1.088,1.088,76.13
1730419320,1.088,1.088,1.088,1.088,167.17
1730419380,1.088,1.088,1.088,1.088,218.16
1730419440,1.088,1.088,1.088,1.088,161.19
1730419500,1.088,1.088,1.088,1.088,173.16
1730419560,1.088,1.088,1.088,1.088,92.75
1730419620,1.088,1.088,1.088,1.088,161.19
1730419680,1.088,1.088,1.088,1.088,148.50
1730419740,1.088,1.088,1.088,1.088,220.50
1730419800,1.088,1.088,1.088,1.088,135.00
1730419860,1.088,1.088,1.088,1.088,75.60
1730419920,1.088,1.088,1.088,1.088,79.65
1730419980,1.088,1.088,1.088,1.088,124.20
1730420040,1.088,1.088,1.088,1.088,123.32
1730420100,1.088,1.088,1.088,1.088,182.72
1730420160,1.088,1.088,1.088,1.088,74.70
1730420220,1.088,1.088,1.088,1.088,89.10
1730420280,1.088,1.088,1.088,1.088,82.98
1730420340,1.088,1.088,1.088,1.088,100.98
1730420400,1.088,1.088,1.088,1.088,67.50
1730420460,1.088,1.088,1.088,1.088,25.65
1730420520,1.088,1.088,1.088,1.088,133.20
1730420580,1.088,1.088,1.088,1.088,105.30
1730420640,1.088,1.088,1.088,1.088,250.83
1730420700,1.088,1.088,1.088,1.088,35.55
1730420760,1.088,1.088,1.088,1.088,44.64
1730420820,1.088,1.088,1.088,1.088,11.70
1730420880,1.088,1.088,1.088,1.088,138.00
1730420940,1.088,1.088,1.088,1.088,146.88
1730421000,1.088,1.088,1.088,1.088,126.90
1730421060,1.088,1.088,1.088,1.088,43.20
1730421120,1.088,1.088,1.088,1.088,70.20
1730421180,1.088,1.088,1.088,1.088,46.80
1730421240,1.088,1.088,1.088,1.088,71.64
1730421300,1.088,1.088,1.088,1.088,71.37
1730421360,1.088,1.088,1.088,1.088,74.52
1730421420,1.088,1.088,1.088,1.088,20.25
1730421480,1.088,1.088,1.088,1.088,34.65
1730421540,1.088,1.088,1.088,1.088,48.42
1730421600,1.088,1.088,1.088,1.088,41.40
1730421660,1.088,1.088,1.088,1.088,58.02
1730421720,1.088,1.088,1.088,1.088,105.42
1730421780,1.088,1.088,1.088,1.088,16.32
1730421840,1.088,1.088,1.088,1.088,17.16
1730421900,1.088,1.088,1.088,1.088,17.49
1730421960,1.088,1.088,1.088,1.088,57.81
1730422020,1.088,1.088,1.088,1.088,37.35
1730422080,1.088,1.089,1.088,1.089,120.78
1730422140,1.089,1.089,1.088,1.088,238.59
1730422200,1.088,1.089,1.088,1.089,129.33
1730422260,1.089,1.089,1.088,1.089,253.65
1730422320,1.089,1.089,1.089,1.089,138.15
1730422380,1.089,1.089,1.089,1.089,228.69
1730422440,1.089,1.089,1.089,1.089,344.70
1730422500,1.089,1.089,1.089,1.089,115.92
1730422560,1.089,1.089,1.089,1.089,90.96
1730422620,1.089,1.089,1.089,1.089,30.60
1730422680,1.089,1.089,1.089,1.089,61.11
1730422740,1.089,1.089,1.089,1.089,66.78
1730422800,1.089,1.089,1.089,1.089,219.54
1730422860,1.089,1.089,1.089,1.089,329.67
1730422920,1.089,1.089,1.089,1.089,299.79
1730422980,1.089,1.089,1.089,1.089,123.57
1730423040,1.089,1.089,1.089,1.089,84.51
1730423100,1.089,1.089,1.089,1.089,42.69
1730423160,1.089,1.089,1.089,1.089,73.20
1730423220,1.089,1.089,1.089,1.089,46.35
1730423280,1.089,1.089,1.089,1.089,62.10
1730423340,1.089,1.089,1.089,1.089,140.85
1730423400,1.089,1.089,1.089,1.089,95.87
1730423460,1.089,1.089,1.089,1.089,64.80
1730423520,1.089,1.089,1.089,1.089,41.40
1730423580,1.089,1.089,1.089,1.089,136.44
1730423640,1.089,1.089,1.089,1.089,114.03
1730423700,1.089,1.089,1.089,1.089,204.93
1730423760,1.089,1.089,1.089,1.089,49.50
1730423820,1.089,1.089,1.089,1.089,233.91
1730423880,1.089,1.089,1.089,1.089,90.90
1730423940,1.089,1.089,1.089,1.089,221.40
1730424000,1.089,1.089,1.089,1.089,154.89
1730424060,1.089,1.089,1.089,1.089,112.50
1730424120,1.089,1.089,1.089,1.089,49.05
1730424180,1.089,1.089,1.089,1.089,90.45
1730424240,1.089,1.089,1.089,1.089,17.10
1730424300,1.089,1.089,1.089,1.089,70.65
1730424360,1.089,1.089,1.089,1.089,148.50
1730424420,1.089,1.089,1.089,1.089,177.75
1730424480,1.089,1.089,1.089,1.089,159.30
1730424540,1.089,1.089,1.089,1.089,121.95
1730424600,1.089,1.089,1.088,1.088,303.84
1730424660,1.088,1.089,1.088,1.088,416.65
1730424720,1.088,1.088,1.088,1.088,99.99
1730424780,1.088,1.088,1.088,1.088,142.58
1730424840,1.088,1.088,1.088,1.088,331.92
1730424900,1.088,1.088,1.088,1.088,700.38
1730424960,1.088,1.088,1.088,1.088,475.59
1730425020,1.088,1.088,1.088,1.088,260.05
1730425080,1.088,1.088,1.088,1.088,357.95
1730425140,1.088,1.088,1.088,1.088,357.32
1730425200,1.088,1.088,1.088,1.088,501.16
1730425260,1.088,1.088,1.088,1.088,408.62
1730425320,1.088,1.088,1.088,1.088,410.58
1730425380,1.088,1.088,1.088,1.088,331.56
1730425440,1.088,1.088,1.088,1.088,193.14
1730425500,1.088,1.088,1.088,1.088,247.86
1730425560,1.088,1.088,1.088,1.088,163.89
1730425620,1.088,1.088,1.088,1.088,291.69
1730425680,1.088,1.088,1.088,1.088,198.96
1730425740,1.088,1.088,1.088,1.088,306.79
1730425800,1.088,1.088,1.088,1.088,260.97
1730425860,1.088,1.088,1.088,1.088,219.60
1730425920,1.088,1.088,1.088,1.088,273.15
1730425980,1.088,1.088,1.088,1.088,278.91
1730426040,1.088,1.088,1.088,1.088,416.82
1730426100,1.088,1.088,1.088,1.088,237.60
1730426160,1.088,1.088,1.088,1.088,188.10
1730426220,1.088,1.088,1.088,1.088,144.45
1730426280,1.088,1.088,1.088,1.088,176.52
1730426340,1.088,1.088,1.088,1.088,341.73
1730426400,1.088,1.088,1.088,1.088,192.51
1730426460,1.088,1.088,1.088,1.088,211.95
1730426520,1.088,1.088,1.088,1.088,224.10
1730426580,1.088,1.088,1.088,1.088,123.30
1730426640,1.088,1.088,1.088,1.088,142.20
1730426700,1.088,1.088,1.088,1.088,220.05
1730426760,1.088,1.088,1.088,1.088,168.75
1730426820,1.088,1.088,1.088,1.088,366.30
1730426880,1.088,1.088,1.088,1.088,200.70
1730426940,1.088,1.088,1.088,1.088,97.65
1730427000,1.088,1.088,1.088,1.088,137.25
1730427060,1.088,1.088,1.088,1.088,99.45
1730427120,1.088,1.088,1.088,1.088,18.90
1730427180,1.088,1.088,1.088,1.088,12.60
1730427240,1.088,1.088,1.088,1.088,164.63
1730427300,1.088,1.088,1.088,1.088,84.30
1730427360,1.088,1.088,1.088,1.088,178.20
1730427420,1.088,1.088,1.088,1.088,105.75
1730427480,1.088,1.088,1.088,1.088,223.02
1730427540,1.088,1.088,1.088,1.088,166.50
1730427600,1.088,1.088,1.088,1.088,140.76
1730427660,1.088,1.088,1.088,1.088,144.45
1730427720,1.088,1.088,1.088,1.088,190.80
1730427780,1.088,1.088,1.088,1.088,222.21
1730427840,1.088,1.088,1.088,1.088,208.80
1730427900,1.088,1.088,1.088,1.088,163.35
1730427960,1.088,1.088,1.088,1.088,226.80
1730428020,1.088,1.088,1.088,1.088,144.63
1730428080,1.088,1.088,1.088,1.088,106.38
1730428140,1.088,1.088,1.088,1.088,474.06
1730428200,1.088,1.088,1.088,1.088,211.50
1730428260,1.088,1.088,1.088,1.088,41.58
1730428320,1.088,1.088,1.088,1.088,259.20
1730428380,1.088,1.088,1.088,1.088,87.72
1730428440,1.088,1.088,1.088,1.088,154.69
1730428500,1.088,1.088,1.088,1.088,199.89
1730428560,1.088,1.088,1.088,1.088,272.61
1730428620,1.088,1.088,1.088,1.088,261.00
1730428680,1.088,1.088,1.088,1.088,150.93
1730428740,1.088,1.088,1.088,1.088,266.39
1730428800,1.088,1.088,1.088,1.088,248.85
1730428860,1.088,1.088,1.088,1.088,62.10
1730428920,1.088,1.088,1.088,1.088,307.35
1730428980,1.088,1.088,1.088,1.088,338.94
1730429040,1.088,1.088,1.088,1.088,155.37
1730429100,1.088,1.088,1.088,1.088,202.14
1730429160,1.088,1.088,1.088,1.088,112.14
1730429220,1.088,1.088,1.088,1.088,170.55
1730429280,1.088,1.088,1.088,1.088,200.16
1730429340,1.088,1.088,1.088,1.088,148.86
1730429400,1.088,1.088,1.088,1.088,78.03
1730429460,1.088,1.088,1.088,1.088,198.63
1730429520,1.088,1.088,1.088,1.088,243.45
1730429580,1.088,1.088,1.088,1.088,127.44
1730429640,1.088,1.088,1.088,1.088,117.36
1730429700,1.088,1.088,1.088,1.088,161.01
1730429760,1.088,1.088,1.088,1.088,158.67
1730429820,1.088,1.088,1.088,1.088,135.72
1730429880,1.088,1.088,1.088,1.088,150.33
1730429940,1.088,1.088,1.088,1.088,156.48
1730430000,1.088,1.088,1.088,1.088,152.16
1730430060,1.088,1.088,1.088,1.088,271.11
1730430120,1.088,1.088,1.088,1.088,145.08
1730430180,1.088,1.088,1.088,1.088,249.84
1730430240,1.088,1.088,1.088,1.088,199.53
1730430300,1.088,1.088,1.088,1.088,373.14
1730430360,1.088,1.088,1.088,1.088,83.79
1730430420,1.088,1.088,1.088,1.088,231.30
1730430480,1.088,1.088,1.088,1.088,370.80
1730430540,1.088,1.088,1.088,1.088,150.39
1730430600,1.088,1.088,1.088,1.088,177.39
1730430660,1.088,1.088,1.088,1.088,442.80
1730430720,1.088,1.088,1.088,1.088,99.00
1730430780,1.088,1.088,1.088,1.088,56.70
1730430840,1.088,1.088,1.088,1.088,232.56
1730430900,1.088,1.088,1.088,1.088,162.54
1730430960,1.088,1.088,1.088,1.088,266.67
1730431020,1.088,1.088,1.088,1.088,54.36
1730431080,1.088,1.088,1.088,1.088,95.40
1730431140,1.088,1.088,1.088,1.088,163.80
1730431200,1.088,1.088,1.088,1.088,120.78
1730431260,1.088,1.088,1.088,1.088,223.42
