time,open,high,low,close,volume
1735772400,71.850,71.850,71.773,71.798,0.01
1735772460,71.803,71.818,71.783,71.788,0.01
1735772520,71.793,71.873,71.793,71.868,0.00
1735772580,71.873,71.923,71.868,71.883,0.00
1735772640,71.878,71.923,71.868,71.918,0.00
1735772700,71.923,71.923,71.893,71.913,0.00
1735772760,71.918,71.918,71.893,71.898,0.00
1735772820,71.893,71.908,71.893,71.903,0.00
1735772880,71.913,71.933,71.913,71.933,0.00
1735772940,71.948,71.958,71.923,71.958,0.00
1735773000,71.953,71.963,71.953,71.963,0.00
1735773060,71.953,71.983,71.953,71.953,0.00
1735773120,71.958,71.968,71.958,71.968,0.00
1735773180,71.963,71.973,71.958,71.973,0.00
1735773240,71.968,71.968,71.953,71.953,0.00
1735773300,71.948,71.948,71.943,71.943,0.00
1735773360,71.938,71.938,71.933,71.933,0.00
1735773420,71.938,71.938,71.933,71.938,0.00
1735773480,71.943,71.943,71.933,71.933,0.00
1735773540,71.938,71.938,71.893,71.903,0.00
1735773600,71.898,71.898,71.883,71.888,0.00
1735773660,71.883,71.883,71.873,71.878,0.00
1735773720,71.883,71.893,71.883,71.893,0.00
1735773780,71.898,71.908,71.893,71.908,0.00
1735773840,71.894,71.913,71.894,71.913,0.00
1735773900,71.923,71.928,71.888,71.888,0.00
1735773960,71.893,71.903,71.883,71.903,0.00
1735774020,71.908,71.908,71.903,71.903,0.00
1735774080,71.913,71.923,71.913,71.923,0.00
1735774140,71.928,71.928,71.928,71.928,0.00
1735774200,71.933,71.943,71.923,71.928,0.00
1735774260,71.923,71.928,71.913,71.918,0.00
1735774320,71.913,71.913,71.903,71.908,0.00
1735774380,71.913,71.918,71.913,71.918,0.00
1735774440,71.913,71.913,71.903,71.908,0.00
1735774500,71.903,71.908,71.903,71.908,0.00
1735774560,71.913,71.938,71.913,71.938,0.00
1735774620,71.943,71.953,71.933,71.953,0.00
1735774680,71.943,71.953,71.943,71.953,0.00
1735774740,71.943,71.943,71.923,71.923,0.00
1735774800,71.918,71.918,71.913,71.913,0.00
1735774860,71.904,71.913,71.904,71.913,0.00
1735774980,71.903,71.903,71.903,71.903,0.00
1735775100,71.908,71.913,71.903,71.913,0.00
1735775160,71.908,71.908,71.903,71.903,0.00
1735775220,71.894,71.913,71.894,71.913,0.00
1735775280,71.923,71.938,71.923,71.923,0.00
1735775340,71.928,71.943,71.923,71.938,0.00
1735775400,71.943,71.943,71.933,71.933,0.00
1735775460,71.938,71.943,71.933,71.943,0.00
1735775520,71.953,71.963,71.953,71.953,0.00
1735775580,71.963,71.963,71.963,71.963,0.00
1735775640,71.954,71.954,71.954,71.954,0.00
1735775700,71.963,71.968,71.958,71.958,0.00
1735775760,71.963,71.963,71.963,71.963,0.00
1735775880,71.968,71.968,71.963,71.963,0.00
1735775940,71.968,72.043,71.963,72.038,0.00
1735776000,72.043,72.053,71.993,71.993,0.00
1735776060,71.998,72.003,71.998,72.003,0.00
1735776120,72.008,72.013,71.963,71.963,0.00
1735776180,71.968,71.988,71.963,71.973,0.00
1735776240,71.978,71.978,71.953,71.968,0.00
1735776300,71.973,71.973,71.963,71.963,0.00
1735776360,71.958,71.958,71.958,71.958,0.00
1735776420,71.953,71.958,71.943,71.948,0.00
1735776480,71.953,72.013,71.953,72.013,0.00
1735776540,72.008,72.053,72.008,72.053,0.00
